"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"70","tds","58","2015-11-10","https://therightstuff.biz/2015/11/10/the-daily-shoah-episode-58-gay-homosexual-flat-earth-larping/","Gay Homosexual Flat Earth Larping","Because why not? I'm too tired to write up a summary for this, so just listen to it. With graaaaaagh, Alex McNabb, Claus Brinker, Ghoul and Cathedral Princess.","https://archive.org/download/TRS058/TRS058.mp3","44100","2","9119.44",NULL
"71","tds","59","2015-11-17","https://therightstuff.biz/2015/11/17/the-daily-shoah-ep-59-no-one-cares-about-beirut/","No One Cares About Beirut","You get a hundred, a hundred twenty dead french guys at the party, and only two or three who give a shit about bombs going off in non white countries. Seventh Son, Mike Enoch, and Ghoul are joined by guest death panelists Andrew Anglin and Benny Ito. Topics are the Paris attack, Mizzou protests, and your standard flat earth narrative.","https://archive.org/download/TRS059/TRS059.mp3","44100","2","10534.03",NULL
"72","tds","60","2015-11-24","https://therightstuff.biz/2015/11/24/the-daily-shoah-ep-60-it-is-the-current-episode/","It Is The Current Episode","Mike, SS, and Ghoul discuss silly C4SS getting trolled, liberals signalling how much they love Syrians, conferences, and the whereabouts of Moonman.","https://archive.org/download/TRS060/TRS060.mp3","44100","2","9129.53",NULL
"73","tds","61","2015-12-01","https://therightstuff.biz/2015/12/01/the-daily-shoah-episode-61-cancelled/","Cancelled!","Hey look, goyim! It's actually possible to publish audio to the interwebs without the use of Soundcloud. The Death Panel gather to discuss the future of the site, Ghoul's big Pool Party, and other stuff I don't recall clearly because it was a late night. Featuring Ghoul's new Moonman song, The Shitlord Report and The Merchant Minute.","https://archive.org/download/TRS061/TRS061.mp3","44100","2","10733.04",NULL
"74","tds","62","2015-12-09","https://therightstuff.biz/2015/12/08/the-daily-shoah-episode-62-strategic-buckles/","Strategic Buckles","Happy Hanukkah! The Death Panel talk Pearl Harbor, San Bernardino, French Elections, and Trump. Featuring a handful of your favorite goyish rock and roll solid gold hits, and The Merchant Minute.","http://traffic.libsyn.com/therightstuffbiz/TRS062.mp3","44100","2","10004.92",NULL
"75","tds","63","2015-12-16","https://therightstuff.biz/2015/12/16/the-daily-shoah-episode-63-trumpal-bull/","Trumpal Bull","A Hannukah Free Christmas Episode! We had to wait an extra day to make that happen, goyim! Featuring The Night Before TRSmas 2014, and The Merchant Minute.","http://traffic.libsyn.com/therightstuffbiz/TRS063.mp3","44100","2","11181.06",NULL
"76","tds","64","2015-12-22","https://therightstuff.biz/2015/12/22/the-daily-shoah-ep-64-may-the-poz-be-with-you/","May The Poz Be With You","A 3 hour Holiday shitpost about the new Star Wars movie. We forgot to thank you for your D'nations this week! Our deepest apologies. We will do so next week. Merry Christmas, TRSwaggots!","http://traffic.libsyn.com/therightstuffbiz/TRS064.mp3","44100","2","11286.70",NULL
"77","tds","65","2015-12-29","https://therightstuff.biz/2015/12/29/the-daily-shoah-episode-65-la-high-comma-trine/","La (high comma) Trine","The Death Panel gather for a post-Christmas Just Shoah And Chill session. Featuring Dear Rabbi and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS065.mp3","44100","2","9865.56",NULL
"78","tds","66","2016-01-02","https://therightstuff.biz/2016/01/05/the-daily-shoah-episode-66-amerikan-kulak/","Amerikan Kulak","WELCOME TO THE ALL NEW RADIO.THERIGHTSTUFF.BIZ! The Death Panel's jimmies are in ORBIT over what has been done to the Hammond family in Oregon. Featuring a new Moonman song and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS066.mp3","44100","2","11133.58",NULL
"79","tds","67","2016-01-12","https://therightstuff.biz/2016/01/12/the-daily-shoah-episode-67-the-n-word/","The N Word","The Death Panel discuss Sci Fi, white privilege in entertainment, somebody doing the raping in Cologne, and Herr Trump cozying up to a very bad word.Featuring Le Chateau Autiste, The Shitlord Report and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS067.mp3","44100","2","10022.75",NULL
"80","tds","68","2016-01-20","https://therightstuff.biz/2016/01/20/the-daily-shoah-episode-68-marxist-lucifer-coon/","Marxist Lucifer Coon","The Death Panel are a little hung over from all the fried chicken and Hennessy  they enjoyed on the highest holiday in the Cuckservative calendar. Featuring Le Chateau Autiste and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS068.mp3","44100","2","11724.88",NULL
"81","tds","69","2016-01-26","https://therightstuff.biz/2016/01/26/the-daily-shoah-episode-69-cucksters-last-stand/","Cuckster's Last Stand","The Death Panel are joined by My Posting Career's PLEASUREMAN to discuss National Review's impressive An-Hero, SCALE and lots of other Jewy things. Featuring The Shitlord Report and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS069.mp3","44100","2","12461.86",NULL
"82","tds","70","2016-02-02","https://therightstuff.biz/2016/02/02/the-daily-shoah-episode-70-larp-like-an-egyptian/","LARP Like an Egyptian","It's February! The Death Panel convene to reflect on some of the best Fake History the negroes have to offer: Black Ancient Egypt. Featuring The Shitlord Report and The Merchant Minute","https://traffic.libsyn.com/secure/therightstuffbiz/TRS070.mp3","44100","2","10978.17",NULL
"83","tds","71","2016-02-09","https://therightstuff.biz/2016/02/09/the-daily-shoah-71-topographical-evidence-of-maps/","Topographical Evidence of Maps","The 2nd week of Black Fake History Month is off and running! The Death Panel discuss last week's shut-down, the Afrocentrist Shclockumentary ""Hidden Colors,"" The Jewper Bowl, and RooshV. Featuring the Shitlord Report and the Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS071.mp3","44100","2","9748.90",NULL
"84","tds","72","2016-02-17","https://therightstuff.biz/2016/02/17/the-daily-shoah-72-peanut-butter-gasmask-sandwiches/","Peanut Butter & Gasmask Sandwiches","The Death Panel return for the 3rd week of Black Fake History Month to discuss black invention myths, the loss of SCOTUS Justice Antonin Scalia, and manosphere blogs. Featuring Deathcamps Despots & Dives, The Shitlord Report and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS072.mp3","44100","2","12164.80",NULL
"85","tds","73","2016-02-23","https://therightstuff.biz/2016/02/23/the-daily-shoah-73-dnadead-nigguhz-averywhere/","DNA=Destroy Nigguhz Averywhere","The final installment of Black Fake History Month! The Death Panel explore black fairy tales about being...literally everyone on Earth, the story of Crispus Attucks, Hitler's Junk, and JewTube Copyright issues. Featuring The Merchant Minute and The Black Side Of The Moon.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS073.mp3","44100","2","12492.39",NULL
"86","tds","74","2016-03-01","https://therightstuff.biz/2016/03/01/the-daily-shoah-74-to-shill-a-narrative/","To Shill A Narrative","REMINDER! Check out the FASH THE NATION SUPER TUESDAY LIVE STREAM tonight at 7pm Eastern! The Death Panel tack on a little extra Black History in honor of Leap Day. Ryan Faulk joins us to tell us about he and Sean Last's new website, TheAlternativeRight.com. Featuring an all new Moonman song by Ghoul, The Shitlord Report, Le Chateau Autiste, and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS074.mp3","44100","2","12895.97",NULL
"87","tds","75","2016-03-08","https://therightstuff.biz/2016/03/08/the-daily-shoah-75-your-system-is-weak-adversary/","Your System Is Weak, Adversary","The Death Panel have a lengthy chat with Curt Doolittle for the first time in a while. Claus Brinker gives us his report from the NPI conference this past weekend. Featuring Chateau Autiste, Dear Rabbi, and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS075.mp3","44100","2","13660.00",NULL
"88","tds","76","2016-03-15","https://therightstuff.biz/2016/03/15/the-daily-shoah-76-bruised-wrists-sink-ships/","Bruised Wrists Sink Ships","The Death Panel, or at least those Death Panelists who could stay awake, discuss #Jostlegate, spooky campus poz loads, and the violent anti-Trump protest last week. Featuring some dank music and the Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS076.mp3","44100","2","13380.00",NULL
"89","tds","77","2016-03-22","https://therightstuff.biz/2016/03/22/the-daily-shoah-77-literally-nigg/","Literally Nigg","Andrew Anglin joins the Death Panel talk Jews, Trump, Millennial Woes and OJ Simpson. Featuring Le Chateau Autiste and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS077.mp3","44100","2","12797.28",NULL
"90","tds","78","2016-03-30","https://therightstuff.biz/2016/03/31/the-daily-shoah-78-now-available-for-download/","LIVE on YouTube Wednesday","The Daily Shoah was LIVE on March 30, 2016. Featuring your phone calls, music by The Greyfield Stray, and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TDS078.mp3","44100","2","11007.00",NULL
"91","tds","79","2016-04-06","https://therightstuff.biz/2016/04/06/the-daily-shoah-79-karaoke-hall-putsche/","Karaoke Hall Putsch","The Death Panel discuss the recent Dallas pool party, Kitty Genovese, Rhodes' (((Legal Trouble))), and taking the black pill. Featuring The Merchant Minute. ALERT: If you can help our friend Rhodes, who is being legally spitroasted by former (((landlord))) AND his own (((lawyer,))) please contact Seventh Son at svenpai1488 [at] gmail. Legal help (licensed in the state of Missouri) would be preferred, but if donations are a good secondary remedy. Details are laid out at 1:41:00 in the podcast. Thank you for your help.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS079.mp3","44100","2","11146.11",NULL
"92","tds","80","2016-04-12","https://therightstuff.biz/2016/04/12/the-daily-shoah-80-trs-radios-2-podcast/","TRS Radio’s #2 Podcast","The Death Panel swallow a whole bottle of black pills with special guest Marcus Halberstram. Featuring Dear Rabbi, The Black Pill, and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS080.mp3","44100","2","10963.33",NULL
"93","tds","81","2016-04-19","https://therightstuff.biz/2016/04/19/the-daily-shoah-81-the-white-slate/","The White Slate","The Death Panel are joined by special guest Vox Day. Topics include free trade vs. protectionism, The Dissolution of the US, Trump. Featuring Le Chateau Autiste, The Dad Pill and The Merchant Minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS081.mp3","44100","2","11235.87",NULL
"94","tds","82","2016-04-26","https://therightstuff.biz/2016/04/26/the-daily-shoah-82-in-canon-filler/","In-Canon Filler","The Death Panel discuss change for a twenty. Featuring Le Chateau Autiste and some very special Black Pills. DON'T FORGET! FASH THE NATION IS LIVE TONIGHT! PRIMARY COVERAGE AND YOUR PHONE CALLS! Also stay tuned for updates about the TRS T-Shirt situation.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS082.mp3","44100","2","11861.16",NULL
"95","tds","83","2016-05-03","https://therightstuff.biz/2016/05/03/the-daily-shoah-83-ooshtbhfam/","OOSHTBHFAM","Only One Solution Here, TBH fam. The Death Panel have jumped the shark and don't even care. Guest Johnny Monoxide tells us the tale of becoming an InfoWars YouTube star. Then they take The Trans Pill!! Featuring The Merchant Minute","https://traffic.libsyn.com/secure/therightstuffbiz/TRS083.mp3","44100","2","11101.00",NULL
"96","tds","84","2016-05-10","https://therightstuff.biz/2016/05/10/the-daily-shoah-84-the-free-speech-hole/","The Free Speech Hole","The Death Panel survive numerous technical obstacles and obstructions to bring you this 84th Shoah! Featuring an interview with Nathan Damigo of Identity Evropa, annuddah Moonman Song and The Merchant minute.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS084.mp3","44100","2","11345.52",NULL
"97","tds","85","2016-05-19","https://therightstuff.biz/2016/05/19/the-daily-shoah-85-fair-housing-near-white-people/","Fair Housing Near White People","In the absence of Executive Producer and shitposting bantz master Seventh Son, an ad hoc Death Panel consisting of Mike Enoch, Ghoul, Jazzhands McFeels (host of the #1 show on TRS radio Fash The Nation) and special guest and train aficionado DarkEnlightenment get together to discuss actual politics and social conditions. There is some autism surrounding economics, some really interesting information about HUD plans to displace white people currently and in the past and some stuff on trains. Enjoy goyim!","https://traffic.libsyn.com/secure/therightstuffbiz/TRS085.mp3","44100","2","10438.28",NULL
"98","tds","86","2016-05-25","https://therightstuff.biz/2016/05/26/the-daily-shoah-live-86-nerothehero/","#NeroTheHero","Last night's live shoah is now available for download as an MP3 file. Thanks for hanging in there with us during the loss of internet service, goyim! The Rundown:","https://traffic.libsyn.com/secure/therightstuffbiz/TRS086.mp3","44100","2","9994.44",NULL
"99","tds","87","2016-06-01","https://therightstuff.biz/2016/06/01/the-daily-shoah-87-dolphins-in-the-ape-cage/","Dolphins In The Ape Cage","The Death Panel discuss the supposedly inter-species Zoo tragedy from last week, What becomes of Captain America now that the jews no longer need him, and the Dalai Lama is Literally Hitler.","https://traffic.libsyn.com/secure/therightstuffbiz/TRS087.mp3","44100","2","11078.84",NULL
"100","tds","88","2016-06-07","https://therightstuff.biz/2016/06/07/the-daily-shoah-episode-88-part-1-of-14/","EPISODE (((88))) PART 1 OF 14","The Death Panel celebrate an important milestone in audio shitposting. Episode #88 is here and it's a blast. Featuring the mainstreaming of the (((ECHO))) meme, Chateau Autiste, Shillery securing the Dem Nomination (cucked FTN!), some (((songs))) and of course, a very special Merchant Minute. ","https://traffic.libsyn.com/secure/therightstuffbiz/TRS088.mp3","44100","2","11123.93",NULL
